,Temperature[Degree Celsius],10m_X_Wind_Speed [m/s],10m_Y_Wind_Speed [m/s],Surface Pressure [Pa],Precipitatio(cumulus scheme)[kg/m2s1],Precipitatio(microphysics scheme)[kg/m2s1],Humidity,Sunshine Duration(short wave radiation>120 Wm2)[s],Upwelling Surface Shortwave Radiation[W/m2],Upwelling Surface Longwave Radiation[W/m2],Downward SWR,Downward LWR
2020-01-07 18:00:00,-13.354376220703102,0.5718907117843628,1.5425711870193481,94033.484375,0.005310939159244299,3.6424777507781982,0.0012755171628668904,165.4877471923828,13197529.0,159807248.0,21626722.0,131166168.0
2020-01-07 19:00:00,-12.171423339843727,-0.21624702215194702,1.4996553659439087,94007.3515625,0.005310939159244299,3.6424777507781982,0.0014101919950917363,206.44317626953125,13637749.0,160734608.0,22314022.0,131852568.0
2020-01-07 20:00:00,-10.939093017578102,-0.16795778274536133,1.558271050453186,93940.1953125,0.005310939159244299,3.6424777507781982,0.0015695042675361037,188.48023986816406,14098459.0,161682608.0,23033362.0,132579528.0
2020-01-07 21:00:00,-10.131170654296852,-0.7145450115203857,1.1664448976516724,93830.3671875,0.005310939159244299,3.6424777507781982,0.0016769433859735727,155.97695922851562,14489149.0,162645488.0,23645662.0,133347288.0
2020-01-07 22:00:00,-10.295446777343727,-2.0307676792144775,0.5372014045715332,93733.1171875,0.005310939159244299,3.6424777507781982,0.0016549610299989581,95.73117065429688,14771119.0,163608368.0,24090562.0,134118888.0
2020-01-07 23:00:00,-11.133886718749977,-2.481518030166626,0.38952478766441345,93631.6328125,0.005310939159244299,3.6424777507781982,0.0015315490309149027,28.343626022338867,14898289.0,164563088.0,24292042.0,134915984.0
2020-01-08 00:00:00,-10.967626953124977,-2.764382839202881,1.1527025699615479,93582.296875,0.005310939159244299,3.6424777507781982,0.001521456171758473,0.0,14907889.0,165507248.0,24307282.0,135736304.0
2020-01-08 01:00:00,-10.691442871093727,-2.418654441833496,2.4702701568603516,93445.640625,0.005310939159244299,3.6424777507781982,0.0014853045577183366,0.0,14907889.0,166455248.0,24307282.0,136552304.0
2020-01-08 02:00:00,-9.986914062499977,-3.274843454360962,2.046067714691162,93356.3359375,0.005310939159244299,3.6424777507781982,0.0015849651535972953,0.0,14907889.0,167411408.0,24307282.0,137410544.0
2020-01-08 03:00:00,-9.464453124999977,-3.5943150520324707,2.8145813941955566,93219.5,0.005310939159244299,3.6532838344573975,0.0016801418969407678,0.0,14907889.0,168381008.0,24307282.0,138307664.0
2020-01-08 04:00:00,-8.960058593749977,-5.105724811553955,2.7684478759765625,93105.3984375,0.005310939159244299,3.8247764110565186,0.001802010228857398,0.0,14907889.0,169359728.0,24307282.0,139217264.0
2020-01-08 05:00:00,-8.916906738281227,-6.457907676696777,3.8837900161743164,92953.8359375,0.005310939159244299,4.188670635223389,0.0018229479901492596,0.0,14907889.0,170344688.0,24307282.0,140149904.0
2020-01-08 06:00:00,-8.543615722656227,-7.138615608215332,4.048701763153076,92822.921875,0.005310939159244299,4.405074596405029,0.001858940813690424,0.0,14907889.0,171338288.0,24307282.0,141131504.0
2020-01-08 07:00:00,-8.693395996093727,-6.729608058929443,3.2234067916870117,92647.390625,0.005310939159244299,4.458986282348633,0.0018332584295421839,0.0,14907889.0,172334768.0,24307282.0,142123184.0
2020-01-08 08:00:00,-9.114721679687477,-5.867040157318115,2.800868272781372,92526.6015625,0.005310939159244299,4.470825672149658,0.0017731981351971626,0.0,14907889.0,173327888.0,24307282.0,143110544.0
2020-01-08 09:00:00,-9.499761962890602,-6.271056175231934,2.782865047454834,92391.453125,0.005310939159244299,4.476370811462402,0.0017192577943205833,0.0,14907889.0,174315248.0,24307282.0,144087824.0
2020-01-08 10:00:00,-9.744879150390602,-5.386135101318359,3.170583963394165,92310.4609375,0.005310939159244299,4.48211669921875,0.00169649557210505,0.0,14907889.0,175297328.0,24307282.0,145054064.0
2020-01-08 11:00:00,-9.465460205078102,-4.739029884338379,3.423781156539917,92186.890625,0.005310939159244299,4.504538536071777,0.001734312274493277,0.0,14907889.0,176279408.0,24307282.0,146021264.0
2020-01-08 12:00:00,-9.874975585937477,-3.847930431365967,1.5306494235992432,92156.8671875,0.005310939159244299,4.583788871765137,0.0017334918957203627,0.0,14907889.0,177262928.0,24307282.0,146985584.0
2020-01-08 13:00:00,-10.153753662109352,-3.4305570125579834,-0.28279438614845276,92077.3359375,0.005310939159244299,4.743044376373291,0.0016951006837189198,0.0,14907889.0,178242128.0,24307282.0,147942704.0
2020-01-08 14:00:00,-11.140722656249977,-2.6790106296539307,-1.7604719400405884,92079.3515625,0.005310939159244299,5.02810001373291,0.0015588250244036317,0.0,14907889.0,179209808.0,24307282.0,148845104.0
2020-01-08 15:00:00,-12.011907958984352,-1.7355998754501343,-3.052946090698242,92079.0234375,0.005310939159244299,5.476893901824951,0.0014410951407626271,0.0,14907889.0,180154928.0,24307282.0,149675984.0
2020-01-08 16:00:00,-13.288763427734352,-1.0432122945785522,-3.7922987937927246,92218.1640625,0.005310939159244299,6.089249610900879,0.001274137175641954,0.5615432262420654,14908099.0,181095248.0,24307642.0,150549104.0
