,Temperature[Degree Celsius],10m_X_Wind_Speed [m/s],10m_Y_Wind_Speed [m/s],Surface Pressure [Pa],Precipitatio(cumulus scheme)[kg/m2s1],Precipitatio(microphysics scheme)[kg/m2s1],Humidity,Sunshine Duration(short wave radiation>120 Wm2)[s],Upwelling Surface Shortwave Radiation[W/m2],Upwelling Surface Longwave Radiation[W/m2]
2021-01-06 11:00:00,-5.371679687499977,-0.15375745296478271,5.898026943206787,92934.1640625,0.0,3.0694992542266846,0.0022676335647702217,0.0,12535233.0,132127896.0
2021-01-06 12:00:00,-4.723425292968727,-0.4878461956977844,5.6123456954956055,92870.59375,0.0,3.0695137977600098,0.0024145329371094704,0.0,12535233.0,133169256.0
2021-01-06 13:00:00,-3.9496215820312273,0.43805256485939026,4.917627811431885,92832.453125,0.0,3.06951904296875,0.002598763909190893,0.0,12535233.0,134222864.0
2021-01-06 14:00:00,-4.091680908203102,0.9782842397689819,3.2119674682617188,92823.53125,0.0,3.06951904296875,0.0026255217380821705,0.0,12535233.0,135280304.0
2021-01-06 15:00:00,-4.372778320312477,2.3146517276763916,1.8429242372512817,92839.890625,0.0,3.06951904296875,0.002548245480284095,0.0,12535233.0,136323744.0
2021-01-06 16:00:00,-5.331457519531227,2.234164237976074,0.5355508923530579,92885.171875,0.0,3.06951904296875,0.002609731862321496,0.8753454685211182,12535413.0,137333104.0
2021-01-06 17:00:00,-5.401953124999977,-0.9102896451950073,1.052466869354248,92918.6953125,0.0,3.06951904296875,0.0026494767516851425,62.835147857666016,12615518.0,138309424.0
2021-01-06 18:00:00,-3.8837036132812273,1.2861855030059814,0.3150904178619385,92954.4140625,0.0,3.06951904296875,0.002772369422018528,135.82833862304688,12865628.0,139305024.0
2021-01-06 19:00:00,-2.6371826171874773,2.8502752780914307,-0.05324678495526314,92959.4609375,0.0,3.06951904296875,0.003113526152446866,181.4825897216797,13270433.0,140351424.0
2021-01-06 20:00:00,-1.6542724609374773,3.151323080062866,-0.25475192070007324,93015.9921875,0.0,3.06951904296875,0.0033987087663263083,181.0682830810547,13720018.0,141429024.0
2021-01-06 21:00:00,-1.2011169433593523,2.8750813007354736,0.08042547851800919,93076.5234375,0.0,3.06951904296875,0.003481372492387891,143.9920654296875,14112853.0,142520144.0
2021-01-06 22:00:00,-1.7624267578124773,0.8743373155593872,3.0442264080047607,93150.25,0.0,3.06951904296875,0.0032796887680888176,92.27373504638672,14400083.0,143583504.0
2021-01-06 23:00:00,-2.1753601074218523,3.8115875720977783,0.40340152382850647,93261.5234375,0.0,3.06951904296875,0.0031391214579343796,23.78783416748047,14533698.0,144622144.0
2021-01-07 00:00:00,-3.1057800292968523,4.504960060119629,-0.7377330660820007,93365.0234375,0.0,3.06951904296875,0.0028982979711145163,0.0,14541658.0,145683104.0
2021-01-07 01:00:00,-2.9172729492187273,5.089239120483398,-1.5209197998046875,93529.3359375,0.0,3.06951904296875,0.002681722631677985,0.0,14541658.0,146728944.0
2021-01-07 02:00:00,-4.295233154296852,5.809661388397217,-1.9384145736694336,93612.640625,0.0,3.06951904296875,0.0024505744222551584,0.0,14541658.0,147762224.0
2021-01-07 03:00:00,-5.382971191406227,4.996954917907715,0.3423902988433838,93702.8125,0.0,3.06951904296875,0.00209306413307786,0.0,14541658.0,148773504.0
2021-01-07 04:00:00,-6.807257080078102,4.328356742858887,1.8103257417678833,93735.9453125,0.0,3.06951904296875,0.001918588881380856,0.0,14541658.0,149757744.0
2021-01-07 05:00:00,-8.408941650390602,3.7431092262268066,2.515231132507324,93798.890625,0.0,3.06951904296875,0.0017498707165941596,0.0,14541658.0,150718784.0
2021-01-07 06:00:00,-9.134649658203102,3.2560126781463623,2.923067092895508,93844.9140625,0.0,3.06951904296875,0.001665697549469769,0.0,14541658.0,151663344.0
2021-01-07 07:00:00,-9.484533691406227,3.1555802822113037,2.933220386505127,93906.421875,0.0,3.06951904296875,0.0016404410125687718,0.0,14541658.0,152601264.0
2021-01-07 08:00:00,-9.354101562499977,3.204591989517212,2.911463737487793,93968.453125,0.0,3.06951904296875,0.0016386613715440035,0.0,14541658.0,153538864.0
2021-01-07 09:00:00,-10.164831542968727,3.2762889862060547,2.8364546298980713,94036.1953125,0.0,3.06951904296875,0.0015785370487719774,0.0,14541658.0,154473584.0
2021-01-07 10:00:00,-10.811926269531227,3.0545711517333984,2.798473834991455,94023.7421875,0.0,3.06951904296875,0.0015287043061107397,0.0,14541658.0,155399824.0
2021-01-07 11:00:00,-11.341345214843727,2.6084351539611816,2.9311275482177734,94003.6640625,0.0,3.06951904296875,0.0014843037351965904,0.0,14541658.0,156313744.0
2021-01-07 12:00:00,-12.337316894531227,1.2793500423431396,2.903674602508545,93977.3046875,0.0,3.06951904296875,0.0014901470858603716,0.0,14541658.0,157205104.0
2021-01-07 13:00:00,-12.764440917968727,1.0113747119903564,2.6145598888397217,94049.2109375,0.0,3.06951904296875,0.0014988401671871543,0.0,14541658.0,158066064.0
