,Temperature[Degree Celsius],10m_X_Wind_Speed [m/s],10m_Y_Wind_Speed [m/s],Surface Pressure [Pa],Precipitatio(cumulus scheme)[kg/m2s1],Precipitatio(microphysics scheme)[kg/m2s1],Humidity,Sunshine Duration(short wave radiation>120 Wm2)[s],Upwelling Surface Shortwave Radiation[W/m2],Upwelling Surface Longwave Radiation[W/m2],Downward SWR,Downward LWR
2020-01-01 00:00:00,-1.1603149414062273,4.150389194488525,1.3368169069290161,91717.9375,0.0,0.0,0.0032466973643749952,0.0,0.0,0.0,0.0,0.0
2020-01-01 01:00:00,-3.7874511718749773,4.150593280792236,2.385164976119995,91637.75,0.0,0.0,0.0027559688314795494,0.0,0.0,1033623.0,0.0,844172.625
2020-01-01 02:00:00,-4.106024169921852,4.697256088256836,2.7643818855285645,91793.0,0.0,0.0,0.002683604834601283,0.0,0.0,2066243.0,0.0,1679800.375
2020-01-01 03:00:00,-5.284155273437477,4.339428424835205,1.934620976448059,91551.84375,0.0,0.0,0.0024967240169644356,0.0,0.0,3090903.5,0.0,2507218.75
2020-01-01 04:00:00,-4.896765136718727,3.7673873901367188,1.4682520627975464,91495.1328125,0.0,0.0,0.0025971790309995413,0.0,0.0,4117830.25,0.0,3411068.0
2020-01-01 05:00:00,-4.776953124999977,3.6986494064331055,1.5520195960998535,91383.2890625,0.0,0.0,0.002626934088766575,0.0,0.0,5144362.5,0.0,4318968.5
2020-01-01 06:00:00,-5.557897949218727,3.634243965148926,0.9653594493865967,91322.9765625,0.0,0.0,0.0024972218088805676,0.0,0.0,6169586.5,0.0,5222678.5
2020-01-01 07:00:00,-5.367163085937477,3.8095242977142334,-0.05960633233189583,91286.078125,0.0,0.0,0.0025162342935800552,0.0,0.0,7180896.5,0.0,6091125.0
2020-01-01 08:00:00,-5.573828124999977,3.7671892642974854,-0.906113862991333,91260.359375,0.0,0.0,0.002476572059094906,0.0,0.0,8188783.5,0.0,6945244.5
2020-01-01 09:00:00,-4.809484863281227,3.2535383701324463,-1.5349177122116089,91261.640625,0.0,0.0,0.0026103337295353413,0.0,0.0,9205086.0,0.0,7833484.0
2020-01-01 10:00:00,-5.158178710937477,3.3000407218933105,-1.1873695850372314,91230.796875,0.0,0.0,0.0025822571478784084,0.0,0.0,10211919.0,0.0,8693414.0
2020-01-01 11:00:00,-5.502172851562477,3.568679094314575,-0.9884738922119141,91225.3203125,0.0,0.0,0.0025149493012577295,0.0,0.0,11205343.0,0.0,9517547.0
2020-01-01 12:00:00,-6.159063720703102,3.55704927444458,-0.34174153208732605,91264.015625,0.0,0.0,0.002437167800962925,0.0,0.0,12193122.0,0.0,10326267.0
2020-01-01 13:00:00,-6.864233398437477,3.416032552719116,0.1148141473531723,91330.375,0.0,0.0,0.002352300100028515,0.0,0.0,13169105.0,0.0,11124451.0
2020-01-01 14:00:00,-7.020758056640602,3.8065452575683594,-0.16105230152606964,91372.9453125,0.0,0.0,0.0022603394463658333,0.0,0.0,14142924.0,0.0,11915223.0
2020-01-01 15:00:00,-7.038824462890602,4.113348960876465,-0.06937366724014282,91379.03125,0.0,0.0,0.0022230760660022497,0.0,0.0,15123928.0,0.0,12701564.0
2020-01-01 16:00:00,-7.816534423828102,4.303524971008301,0.007474363781511784,91394.9921875,0.0,0.0,0.002089919289574027,0.0,0.0,16102952.0,0.0,13478301.0
